id,category,question,expected_tool,ground_truth,answer,actual_tool,routing_correct,latency,total_iterations,context_recall,faithfulness,answer_correctness,failure_mode
S3,structural,In which stories do crimes of type murder appear?,text2cypher,A Scandal In Bohemia contains murder crimes; Silver Blaze contains murder crimes; The Adventure Of The Dancing Men contains murder crimes; The Final Problem contains murder crimes,"A Scandal In Bohemia [1], Silver Blaze [2], The Adventure Of The Dancing Men [3], and The Final Problem [4] are stories in which crimes of type murder appear.",text2cypher,True,17.66260313987732,1,1.0,1.0,1.0,Excelente
A1,adversarial,What happens in The Adventure of the Blue Carbuncle?,vector_search,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,vector_search,True,20.00642681121826,1,0.0,1.0,1.0,Excelente
A2,factual,How old is Irene Adler?,text2cypher,Irene Adler was born in 1858.,Irene Adler was born in 1858 [1]. The context does not state her age.,text2cypher,True,48.55574917793274,2,1.0,1.0,1.0,Excelente
A3,adversarial,What is the name of Sherlock Holmes' brother who appears in Silver Blaze?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,21.85908555984497,1,1.0,1.0,1.0,Excelente
A4,adversarial,What year was A Scandal in Bohemia first published?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,15.494475603103638,1,0.0,1.0,1.0,Excelente
R1,robustness,Tell me about the violin-playing detective,vector_search,Sherlock Holmes is an accomplished violinist who plays the instrument to aid his thinking and emotional release.,"Sherlock Holmes es un detective que toca el violín, un músico entusiasta y capaz, y un compositor de mérito [1]. Cuando está ""envuelto en la música"", su estado lánguido y soñador contrasta con su persona de sabueso, representando un estado de ánimo poético y contemplativo [1]. Watson observa que Holmes nunca es tan formidable como después de estos períodos de improvisación musical, lo que sugiere que este estado permite que su brillante poder de razonamiento alcance el nivel de la intuición, a menudo precediendo un trabajo detectivesco intenso [1, 2].",vector_search,True,95.05736088752747,3,1.0,1.0,0.375,Contexto insuficiente
R2,robustness,En qué relatos sale el Doctor?,text2cypher,A Scandal In Bohemia; Silver Blaze; The Adventure Of The Dancing Men; The Adventure Of The Speckled Band; The Final Problem; The Red-Headed League,"A Scandal In Bohemia [1], Silver Blaze [2], The Adventure Of The Dancing Men [3], The Adventure Of The Speckled Band [4], The Final Problem [5], y The Red-Headed League [6].",text2cypher,True,18.445727586746216,1,1.0,1.0,1.0,Excelente
R3,robustness,¿Quién es la mujer que superó a Sherlock Holmes?,text2cypher,Irene Adler outwitted Sherlock Holmes in A Scandal in Bohemia by anticipating his plan and fleeing England with the photograph.,Irene Adler es la mujer que superó a Sherlock Holmes [1].,text2cypher,True,26.387057781219482,1,1.0,1.0,0.6666666666666666,Contexto insuficiente
S4,structural,What deduction chain does Holmes build in The Red-Headed League?,text2cypher,"Holmes confirms a prior suspicion, stating 'I thought as much'. -> ; He is the fourth smartest man in London, and for daring I am not sure that he has not a claim to be third. -> What I expected to see.; Holmes was interested in the knees of his trousers. -> He is the fourth smartest man in London, and for daring I am not sure that he has not a claim to be third.; Why, dear me, it sounds quite hollow! -> We have at least an hour before us.; Then we have stopped all the holes. -> They have but one retreat... That is back through the house into Saxe-Coburg Square.; he had some strong motive for securing the situation. -> It must, then, be something out of the house.; It must, then, be something out of the house. -> The cellar! There was the end of this tangled clue.; The cellar! There was the end of this tangled clue. -> I could think of nothing save that he was running a tunnel to some other building.;  -> Holmes expected them to come tonight (Saturday).","Holmes deduces that the individual had a strong motive for securing the situation [5], which leads him to conclude that the activity must be something outside the house [5]. Following this, Holmes deduces that the cellar is the key to the tangled clue [6], and from this, he concludes that the individual was running a tunnel to some other building [7].",text2cypher,True,98.23411059379578,3,0.8888888888888888,1.0,1.0,Excelente
S5,structural,Which characters investigate crimes AND appear in more than one story?,text2cypher,Sherlock Holmes investigates crimes and appears in 6 stories; Watson investigates crimes and appears in 6 stories,Sherlock Holmes [1] and Watson [2] investigate crimes and appear in more than one story.,text2cypher,True,21.89084219932556,1,1.0,1.0,1.0,Excelente
