id,category,question,expected_tool,ground_truth,answer,actual_tool,routing_correct,latency,total_iterations,context_recall,faithfulness,answer_correctness,failure_mode
S3,structural,In which stories do crimes of type murder appear?,text2cypher,A Scandal In Bohemia; Silver Blaze; The Adventure Of The Dancing Men; The Final Problem,"A Scandal In Bohemia [1], Silver Blaze [2], The Adventure Of The Dancing Men [3], and The Final Problem [4] are stories in which crimes of type murder appear.",text2cypher,True,22.275448322296143,1,1.0,1.0,0.6666666666666666,Contexto insuficiente
A1,adversarial,What happens in The Adventure of the Blue Carbuncle?,vector_search,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,vector_search,True,14.948044776916504,1,0.0,1.0,1.0,Excelente
A2,adversarial,How old is Irene Adler?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Irene Adler was born in 1858 [1]. Her age is not specified in the provided context.,text2cypher,True,46.36324739456177,2,1.0,1.0,0.6666666666666666,Contexto insuficiente
A3,adversarial,What is the name of Sherlock Holmes' brother who appears in Silver Blaze?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,30.62473702430725,1,1.0,1.0,1.0,Excelente
A4,adversarial,What year was A Scandal in Bohemia first published?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,16.323166370391846,1,1.0,1.0,1.0,Excelente
R1,robustness,Tell me about the violin-playing detective,vector_search,Sherlock Holmes is an accomplished violinist who plays the instrument to aid his thinking and emotional release.,"El detective es un músico entusiasta, un intérprete muy capaz y un compositor de mérito. Disfruta de la música, y se le describe como alguien que se relaja en ""violin-land"" [2].",vector_search,True,22.251813650131226,1,1.0,1.0,0.888888888888889,Excelente
R2,robustness,En qué relatos sale el Doctor?,text2cypher,A Scandal In Bohemia; Silver Blaze; The Adventure Of The Dancing Men; The Adventure Of The Speckled Band; The Final Problem; The Red-Headed League,"A Scandal In Bohemia [1], Silver Blaze [2], The Adventure Of The Dancing Men [3], The Adventure Of The Speckled Band [4], The Final Problem [5], y The Red-Headed League [6].",text2cypher,True,17.36208200454712,1,1.0,1.0,1.0,Excelente
R3,robustness,¿Quién es la mujer que superó a Sherlock Holmes?,vector_search,Irene Adler outwitted Sherlock Holmes in A Scandal in Bohemia by anticipating his plan and fleeing England with the photograph.,Irene Adler es la mujer que superó a Sherlock Holmes [1].,text2cypher,False,41.72811460494995,1,1.0,1.0,0.6666666666666666,Contexto insuficiente
S4,structural,What deduction chain does Holmes build in The Red-Headed League?,text2cypher,"Holmes confirms a prior suspicion, stating 'I thought as much'. -> ; He is the fourth smartest man in London, and for daring I am not sure that he has not a claim to be third. -> What I expected to see.; Holmes was interested in the knees of his trousers. -> He is the fourth smartest man in London, and for daring I am not sure that he has not a claim to be third.; Why, dear me, it sounds quite hollow! -> We have at least an hour before us.; Then we have stopped all the holes. -> They have but one retreat... That is back through the house into Saxe-Coburg Square.; he had some strong motive for securing the situation. -> It must, then, be something out of the house.; It must, then, be something out of the house. -> The cellar! There was the end of this tangled clue.; The cellar! There was the end of this tangled clue. -> I could think of nothing save that he was running a tunnel to some other building.;  -> Holmes expected them to come tonight (Saturday).","Holmes dedujo que el pawnbroker necesitaba ser apartado durante horas cada día, y que la oferta de £4 a la semana era un señuelo [3]. La colocación de un anuncio y la incitación al hombre para que aplicara aseguraban su ausencia matutina [3]. La aceptación del asistente de medio salario indicaba un fuerte motivo, y al no haber intriga vulgar ni preparativos elaborados para un pequeño negocio, el motivo debía estar fuera de la casa [3]. La afición del asistente a la fotografía y su desaparición en el sótano llevaron a Holmes a investigar el sótano, donde descubrió que el asistente, un criminal, estaba construyendo un túnel a otro edificio [3].",vector_search,False,23.466988563537598,1,0.4444444444444444,0.8571428571428571,0.4,Contexto insuficiente
S5,structural,Which characters investigate crimes AND appear in more than one story?,text2cypher,Sherlock Holmes; Watson,Sherlock Holmes [1] and Watson [2] investigate crimes and appear in more than one story.,text2cypher,True,28.083332538604736,1,1.0,1.0,1.0,Excelente
